token,index,name,count,ICD-10 Chapter,ICD-10 Chapter (short),color,labels_short,type
1130,1130,"Q86 Congenital malformation syndromes due to known exogenous causes, not elsewhere classified",2,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q86,icdcodes
1131,1131,Q87 Other specified congenital malformation syndromes affecting multiple systems,242,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q87,icdcodes
1132,1132,"Q89 Other congenital malformations, not elsewhere classified",310,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q89,icdcodes
1133,1133,Q90 Down's syndrome,37,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q90,icdcodes
1134,1134,Q91 Edwards' syndrome and patau's syndrome,11,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q91,icdcodes
1135,1135,"Q92 Other trisomies and partial trisomies of the autosomes, not elsewhere classified",17,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q92,icdcodes
1136,1136,"Q93 Monosomies and deletions from the autosomes, not elsewhere classified",13,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q93,icdcodes
1137,1137,"Q95 Balanced rearrangements and structural markers, not elsewhere classified",4,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q95,icdcodes
1138,1138,Q96 Turner's syndrome,43,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q96,icdcodes
1139,1139,"Q97 Other sex chromosome abnormalities, female phenotype, not elsewhere classified",8,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q97,icdcodes
1140,1140,"Q98 Other sex chromosome abnormalities, male phenotype, not elsewhere classified",59,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q98,icdcodes
1141,1141,"Q99 Other chromosome abnormalities, not elsewhere classified",50,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q99,icdcodes
1142,1142,CXX Unknown Cancer,5026,II. Neoplasms,II. Neoplasms,#ff7f0e,CXX,icdcodes
1143,1143,C00 Malignant neoplasm of lip,29,II. Neoplasms,II. Neoplasms,#ff7f0e,C00,icdcodes
1144,1144,C01 Malignant neoplasm of base of tongue,98,II. Neoplasms,II. Neoplasms,#ff7f0e,C01,icdcodes
1145,1145,C02 Malignant neoplasm of other and unspecified parts of tongue,146,II. Neoplasms,II. Neoplasms,#ff7f0e,C02,icdcodes
1146,1146,C03 Malignant neoplasm of gum,34,II. Neoplasms,II. Neoplasms,#ff7f0e,C03,icdcodes
1147,1147,C04 Malignant neoplasm of floor of mouth,38,II. Neoplasms,II. Neoplasms,#ff7f0e,C04,icdcodes
1148,1148,C05 Malignant neoplasm of palate,45,II. Neoplasms,II. Neoplasms,#ff7f0e,C05,icdcodes
1149,1149,C06 Malignant neoplasm of other and unspecified parts of mouth,53,II. Neoplasms,II. Neoplasms,#ff7f0e,C06,icdcodes
1150,1150,C07 Malignant neoplasm of parotid gland,75,II. Neoplasms,II. Neoplasms,#ff7f0e,C07,icdcodes
1151,1151,C08 Malignant neoplasm of other and unspecified major salivary glands,17,II. Neoplasms,II. Neoplasms,#ff7f0e,C08,icdcodes
1152,1152,C09 Malignant neoplasm of tonsil,185,II. Neoplasms,II. Neoplasms,#ff7f0e,C09,icdcodes
1153,1153,C10 Malignant neoplasm of oropharynx,25,II. Neoplasms,II. Neoplasms,#ff7f0e,C10,icdcodes
1154,1154,C11 Malignant neoplasm of nasopharynx,25,II. Neoplasms,II. Neoplasms,#ff7f0e,C11,icdcodes
1155,1155,C12 Malignant neoplasm of pyriform sinus,12,II. Neoplasms,II. Neoplasms,#ff7f0e,C12,icdcodes
1156,1156,C13 Malignant neoplasm of hypopharynx,10,II. Neoplasms,II. Neoplasms,#ff7f0e,C13,icdcodes
1157,1157,"C14 Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",12,II. Neoplasms,II. Neoplasms,#ff7f0e,C14,icdcodes
1158,1158,C15 Malignant neoplasm of oesophagus,526,II. Neoplasms,II. Neoplasms,#ff7f0e,C15,icdcodes
1159,1159,C16 Malignant neoplasm of stomach,375,II. Neoplasms,II. Neoplasms,#ff7f0e,C16,icdcodes
1160,1160,C17 Malignant neoplasm of small intestine,128,II. Neoplasms,II. Neoplasms,#ff7f0e,C17,icdcodes
1161,1161,C18 Malignant neoplasm of colon,2580,II. Neoplasms,II. Neoplasms,#ff7f0e,C18,icdcodes
1162,1162,C19 Malignant neoplasm of rectosigmoid junction,318,II. Neoplasms,II. Neoplasms,#ff7f0e,C19,icdcodes
1163,1163,C20 Malignant neoplasm of rectum,1205,II. Neoplasms,II. Neoplasms,#ff7f0e,C20,icdcodes
1164,1164,C21 Malignant neoplasm of anus and anal canal,126,II. Neoplasms,II. Neoplasms,#ff7f0e,C21,icdcodes
1165,1165,C22 Malignant neoplasm of liver and intrahepatic bile ducts,248,II. Neoplasms,II. Neoplasms,#ff7f0e,C22,icdcodes
1166,1166,C23 Malignant neoplasm of gallbladder,64,II. Neoplasms,II. Neoplasms,#ff7f0e,C23,icdcodes
1167,1167,C24 Malignant neoplasm of other and unspecified parts of biliary tract,89,II. Neoplasms,II. Neoplasms,#ff7f0e,C24,icdcodes
1168,1168,C25 Malignant neoplasm of pancreas,493,II. Neoplasms,II. Neoplasms,#ff7f0e,C25,icdcodes
1169,1169,C26 Malignant neoplasm of other and ill-defined digestive organs,15,II. Neoplasms,II. Neoplasms,#ff7f0e,C26,icdcodes
1170,1170,C30 Malignant neoplasm of nasal cavity and middle ear,26,II. Neoplasms,II. Neoplasms,#ff7f0e,C30,icdcodes
1171,1171,C31 Malignant neoplasm of accessory sinuses,13,II. Neoplasms,II. Neoplasms,#ff7f0e,C31,icdcodes
1172,1172,C32 Malignant neoplasm of larynx,206,II. Neoplasms,II. Neoplasms,#ff7f0e,C32,icdcodes
1173,1173,C33 Malignant neoplasm of trachea,5,II. Neoplasms,II. Neoplasms,#ff7f0e,C33,icdcodes
1174,1174,C34 Malignant neoplasm of bronchus and lung,1778,II. Neoplasms,II. Neoplasms,#ff7f0e,C34,icdcodes
1175,1175,C37 Malignant neoplasm of thymus,22,II. Neoplasms,II. Neoplasms,#ff7f0e,C37,icdcodes
1176,1176,"C38 Malignant neoplasm of heart, mediastinum and pleura",11,II. Neoplasms,II. Neoplasms,#ff7f0e,C38,icdcodes
1177,1177,C39 Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs,2,II. Neoplasms,II. Neoplasms,#ff7f0e,C39,icdcodes
1178,1178,C40 Malignant neoplasm of bone and articular cartilage of limbs,28,II. Neoplasms,II. Neoplasms,#ff7f0e,C40,icdcodes
1179,1179,C41 Malignant neoplasm of bone and articular cartilage of other and unspecified sites,25,II. Neoplasms,II. Neoplasms,#ff7f0e,C41,icdcodes
1180,1180,C42 Hematopoietic and reticuloendothelial systems icd-o-3 specific,36,II. Neoplasms,II. Neoplasms,#ff7f0e,C42,icdcodes
1181,1181,C43 Malignant melanoma of skin,2413,II. Neoplasms,II. Neoplasms,#ff7f0e,C43,icdcodes
1182,1182,C44 Other malignant neoplasms of skin,16632,II. Neoplasms,II. Neoplasms,#ff7f0e,C44,icdcodes
1183,1183,C45 Mesothelioma,211,II. Neoplasms,II. Neoplasms,#ff7f0e,C45,icdcodes
1184,1184,C46 Kaposi's sarcoma,10,II. Neoplasms,II. Neoplasms,#ff7f0e,C46,icdcodes
1185,1185,C47 Malignant neoplasm of peripheral nerves and autonomic nervous system,15,II. Neoplasms,II. Neoplasms,#ff7f0e,C47,icdcodes
1186,1186,C48 Malignant neoplasm of retroperitoneum and peritoneum,96,II. Neoplasms,II. Neoplasms,#ff7f0e,C48,icdcodes
1187,1187,C49 Malignant neoplasm of other connective and soft tissue,224,II. Neoplasms,II. Neoplasms,#ff7f0e,C49,icdcodes
1188,1188,C50 Malignant neoplasm of breast,10691,II. Neoplasms,II. Neoplasms,#ff7f0e,C50,icdcodes
1189,1189,C51 Malignant neoplasm of vulva,87,II. Neoplasms,II. Neoplasms,#ff7f0e,C51,icdcodes
1190,1190,C52 Malignant neoplasm of vagina,17,II. Neoplasms,II. Neoplasms,#ff7f0e,C52,icdcodes
1191,1191,C53 Malignant neoplasm of cervix uteri,374,II. Neoplasms,II. Neoplasms,#ff7f0e,C53,icdcodes
1192,1192,C54 Malignant neoplasm of corpus uteri,1301,II. Neoplasms,II. Neoplasms,#ff7f0e,C54,icdcodes
1193,1193,"C55 Malignant neoplasm of uterus, part unspecified",30,II. Neoplasms,II. Neoplasms,#ff7f0e,C55,icdcodes
1194,1194,C56 Malignant neoplasm of ovary,885,II. Neoplasms,II. Neoplasms,#ff7f0e,C56,icdcodes
1195,1195,C57 Malignant neoplasm of other and unspecified female genital organs,61,II. Neoplasms,II. Neoplasms,#ff7f0e,C57,icdcodes
1196,1196,C58 Malignant neoplasm of placenta,8,II. Neoplasms,II. Neoplasms,#ff7f0e,C58,icdcodes
1197,1197,C60 Malignant neoplasm of penis,52,II. Neoplasms,II. Neoplasms,#ff7f0e,C60,icdcodes
1198,1198,C61 Malignant neoplasm of prostate,6873,II. Neoplasms,II. Neoplasms,#ff7f0e,C61,icdcodes
1199,1199,C62 Malignant neoplasm of testis,429,II. Neoplasms,II. Neoplasms,#ff7f0e,C62,icdcodes
1200,1200,C63 Malignant neoplasm of other and unspecified male genital organs,10,II. Neoplasms,II. Neoplasms,#ff7f0e,C63,icdcodes
1201,1201,"C64 Malignant neoplasm of kidney, except renal pelvis",885,II. Neoplasms,II. Neoplasms,#ff7f0e,C64,icdcodes
1202,1202,C65 Malignant neoplasm of renal pelvis,53,II. Neoplasms,II. Neoplasms,#ff7f0e,C65,icdcodes
1203,1203,C66 Malignant neoplasm of ureter,32,II. Neoplasms,II. Neoplasms,#ff7f0e,C66,icdcodes
1204,1204,C67 Malignant neoplasm of bladder,814,II. Neoplasms,II. Neoplasms,#ff7f0e,C67,icdcodes
1205,1205,C68 Malignant neoplasm of other and unspecified urinary organs,10,II. Neoplasms,II. Neoplasms,#ff7f0e,C68,icdcodes
1206,1206,C69 Malignant neoplasm of eye and adnexa,109,II. Neoplasms,II. Neoplasms,#ff7f0e,C69,icdcodes
1207,1207,C70 Malignant neoplasm of meninges,7,II. Neoplasms,II. Neoplasms,#ff7f0e,C70,icdcodes
1208,1208,C71 Malignant neoplasm of brain,447,II. Neoplasms,II. Neoplasms,#ff7f0e,C71,icdcodes
1209,1209,"C72 Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system",18,II. Neoplasms,II. Neoplasms,#ff7f0e,C72,icdcodes
1210,1210,C73 Malignant neoplasm of thyroid gland,421,II. Neoplasms,II. Neoplasms,#ff7f0e,C73,icdcodes
1211,1211,C74 Malignant neoplasm of adrenal gland,22,II. Neoplasms,II. Neoplasms,#ff7f0e,C74,icdcodes
1212,1212,C75 Malignant neoplasm of other endocrine glands and related structures,16,II. Neoplasms,II. Neoplasms,#ff7f0e,C75,icdcodes
1213,1213,C76 Malignant neoplasm of other and ill-defined sites,33,II. Neoplasms,II. Neoplasms,#ff7f0e,C76,icdcodes
1214,1214,C77 Secondary and unspecified malignant neoplasm of lymph nodes,90,II. Neoplasms,II. Neoplasms,#ff7f0e,C77,icdcodes
1215,1215,C78 Secondary malignant neoplasm of respiratory and digestive organs,102,II. Neoplasms,II. Neoplasms,#ff7f0e,C78,icdcodes
1216,1216,C79 Secondary malignant neoplasm of other sites,47,II. Neoplasms,II. Neoplasms,#ff7f0e,C79,icdcodes
1217,1217,C80 Malignant neoplasm without specification of site,143,II. Neoplasms,II. Neoplasms,#ff7f0e,C80,icdcodes
1218,1218,C81 Hodgkin's disease,255,II. Neoplasms,II. Neoplasms,#ff7f0e,C81,icdcodes
1219,1219,C82 Follicular [nodular] non-hodgkin's lymphoma,387,II. Neoplasms,II. Neoplasms,#ff7f0e,C82,icdcodes
1220,1220,C83 Diffuse non-hodgkin's lymphoma,697,II. Neoplasms,II. Neoplasms,#ff7f0e,C83,icdcodes
1221,1221,C84 Peripheral and cutaneous t-cell lymphomas,133,II. Neoplasms,II. Neoplasms,#ff7f0e,C84,icdcodes
1222,1222,C85 Other and unspecified types of non-hodgkin's lymphoma,355,II. Neoplasms,II. Neoplasms,#ff7f0e,C85,icdcodes
1223,1223,C86 Other specified types of t/nk-cell lymphoma,1,II. Neoplasms,II. Neoplasms,#ff7f0e,C86,icdcodes
1224,1224,C88 Malignant immunoproliferative diseases,24,II. Neoplasms,II. Neoplasms,#ff7f0e,C88,icdcodes
1225,1225,C90 Multiple myeloma and malignant plasma cell neoplasms,471,II. Neoplasms,II. Neoplasms,#ff7f0e,C90,icdcodes
1226,1226,C91 Lymphoid leukaemia,517,II. Neoplasms,II. Neoplasms,#ff7f0e,C91,icdcodes
1227,1227,C92 Myeloid leukaemia,323,II. Neoplasms,II. Neoplasms,#ff7f0e,C92,icdcodes
1228,1228,C93 Monocytic leukaemia,9,II. Neoplasms,II. Neoplasms,#ff7f0e,C93,icdcodes
1229,1229,C94 Other leukaemias of specified cell type,4,II. Neoplasms,II. Neoplasms,#ff7f0e,C94,icdcodes
1230,1230,C95 Leukaemia of unspecified cell type,12,II. Neoplasms,II. Neoplasms,#ff7f0e,C95,icdcodes
1231,1231,"C96 Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",30,II. Neoplasms,II. Neoplasms,#ff7f0e,C96,icdcodes
1232,1232,C97 Malignant neoplasms of independent primary multiple sites,1,II. Neoplasms,II. Neoplasms,#ff7f0e,C97,icdcodes
1233,1233,"D00 Carcinoma in situ of oral cavity, oesophagus and stomach",57,II. Neoplasms,II. Neoplasms,#ff7f0e,D00,icdcodes
1234,1234,D01 Carcinoma in situ of other and unspecified digestive organs,242,II. Neoplasms,II. Neoplasms,#ff7f0e,D01,icdcodes
1235,1235,D02 Carcinoma in situ of middle ear and respiratory system,48,II. Neoplasms,II. Neoplasms,#ff7f0e,D02,icdcodes
1236,1236,D03 Melanoma in situ,887,II. Neoplasms,II. Neoplasms,#ff7f0e,D03,icdcodes
1237,1237,D04 Carcinoma in situ of skin,843,II. Neoplasms,II. Neoplasms,#ff7f0e,D04,icdcodes
1238,1238,D05 Carcinoma in situ of breast,1788,II. Neoplasms,II. Neoplasms,#ff7f0e,D05,icdcodes
1239,1239,D06 Carcinoma in situ of cervix uteri,3053,II. Neoplasms,II. Neoplasms,#ff7f0e,D06,icdcodes
1240,1240,D07 Carcinoma in situ of other and unspecified genital organs,454,II. Neoplasms,II. Neoplasms,#ff7f0e,D07,icdcodes
1241,1241,D09 Carcinoma in situ of other and unspecified sites,544,II. Neoplasms,II. Neoplasms,#ff7f0e,D09,icdcodes
1242,1242,D10 Benign neoplasm of mouth and pharynx,,II. Neoplasms,II. Neoplasms,#ff7f0e,D10,icdcodes
1243,1243,D11 Benign neoplasm of major salivary glands,31,II. Neoplasms,II. Neoplasms,#ff7f0e,D11,icdcodes
1244,1244,"D12 Benign neoplasm of colon, rectum, anus and anal canal",1,II. Neoplasms,II. Neoplasms,#ff7f0e,D12,icdcodes
1245,1245,D13 Benign neoplasm of other and ill-defined parts of digestive system,1,II. Neoplasms,II. Neoplasms,#ff7f0e,D13,icdcodes
1246,1246,D15 Benign neoplasm of other and unspecified intrathoracic organs,3,II. Neoplasms,II. Neoplasms,#ff7f0e,D15,icdcodes
1247,1247,D16 Benign neoplasm of bone and articular cartilage,2,II. Neoplasms,II. Neoplasms,#ff7f0e,D16,icdcodes
1248,1248,"D18 Haemangioma and lymphangioma, any site",2,II. Neoplasms,II. Neoplasms,#ff7f0e,D18,icdcodes
1249,1249,D27 Benign neoplasm of ovary,3,II. Neoplasms,II. Neoplasms,#ff7f0e,D27,icdcodes
1250,1250,D30 Benign neoplasm of urinary organs,1,II. Neoplasms,II. Neoplasms,#ff7f0e,D30,icdcodes
1251,1251,D32 Benign neoplasm of meninges,341,II. Neoplasms,II. Neoplasms,#ff7f0e,D32,icdcodes
1252,1252,D33 Benign neoplasm of brain and other parts of central nervous system,184,II. Neoplasms,II. Neoplasms,#ff7f0e,D33,icdcodes
1253,1253,D34 Benign neoplasm of thyroid gland,1,II. Neoplasms,II. Neoplasms,#ff7f0e,D34,icdcodes
1254,1254,D35 Benign neoplasm of other and unspecified endocrine glands,194,II. Neoplasms,II. Neoplasms,#ff7f0e,D35,icdcodes
1255,1255,D36 Benign neoplasm of other and unspecified sites,2,II. Neoplasms,II. Neoplasms,#ff7f0e,D36,icdcodes
1256,1256,D37 Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs,293,II. Neoplasms,II. Neoplasms,#ff7f0e,D37,icdcodes
1257,1257,D38 Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs,21,II. Neoplasms,II. Neoplasms,#ff7f0e,D38,icdcodes
1258,1258,D39 Neoplasm of uncertain or unknown behaviour of female genital organs,126,II. Neoplasms,II. Neoplasms,#ff7f0e,D39,icdcodes
