token,index,name,count,ICD-10 Chapter,ICD-10 Chapter (short),color,labels_short,type
321,321,F54 Psychological and behavioural factors associated with disorders or diseases classified elsewhere,10,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F54,icdcodes
322,322,F55 Abuse of non-dependence-producing substances,24,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F55,icdcodes
323,323,F59 Unspecified behavioural syndromes associated with physiological disturbances and physical factors,3,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F59,icdcodes
324,324,F60 Specific personality disorders,628,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F60,icdcodes
325,325,F61 Mixed and other personality disorders,29,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F61,icdcodes
326,326,"F62 Enduring personality changes, not attributable to brain damage and disease",36,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F62,icdcodes
327,327,F63 Habit and impulse disorders,44,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F63,icdcodes
328,328,F64 Gender identity disorders,74,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F64,icdcodes
329,329,F65 Disorders of sexual preference,25,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F65,icdcodes
330,330,F66 Psychological and behavioural disorders associated with sexual development and orientation,302,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F66,icdcodes
331,331,F68 Other disorders of adult personality and behaviour,12,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F68,icdcodes
332,332,F69 Unspecified disorder of adult personality and behaviour,123,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F69,icdcodes
333,333,F70 Mild mental retardation,50,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F70,icdcodes
334,334,F71 Moderate mental retardation,10,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F71,icdcodes
335,335,F72 Severe mental retardation,3,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F72,icdcodes
336,336,F78 Other mental retardation,2,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F78,icdcodes
337,337,F79 Unspecified mental retardation,101,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F79,icdcodes
338,338,F80 Specific developmental disorders of speech and language,247,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F80,icdcodes
339,339,F81 Specific developmental disorders of scholastic skills,360,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F81,icdcodes
340,340,F82 Specific developmental disorder of motor function,15,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F82,icdcodes
341,341,F83 Mixed specific developmental disorders,1,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F83,icdcodes
342,342,F84 Pervasive developmental disorders,206,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F84,icdcodes
343,343,F88 Other disorders of psychological development,2,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F88,icdcodes
344,344,F89 Unspecified disorder of psychological development,6,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F89,icdcodes
345,345,F90 Hyperkinetic disorders,49,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F90,icdcodes
346,346,F91 Conduct disorders,118,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F91,icdcodes
347,347,F92 Mixed disorders of conduct and emotions,6,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F92,icdcodes
348,348,F93 Emotional disorders with onset specific to childhood,22,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F93,icdcodes
349,349,F94 Disorders of social functioning with onset specific to childhood and adolescence,3,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F94,icdcodes
350,350,F95 Tic disorders,39,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F95,icdcodes
351,351,F98 Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,132,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F98,icdcodes
352,352,"F99 Mental disorder, not otherwise specified",350,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F99,icdcodes
353,353,"G00 Bacterial meningitis, not elsewhere classified",176,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G00,icdcodes
354,354,G01 Meningitis in bacterial diseases classified elsewhere,43,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G01,icdcodes
355,355,G02 Meningitis in other infectious and parasitic diseases classified elsewhere,74,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G02,icdcodes
356,356,G03 Meningitis due to other and unspecified causes,1912,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G03,icdcodes
357,357,"G04 Encephalitis, myelitis and encephalomyelitis",620,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G04,icdcodes
358,358,"G05 Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere",79,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G05,icdcodes
359,359,G06 Intracranial and intraspinal abscess and granuloma,281,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G06,icdcodes
360,360,G07 Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere,4,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G07,icdcodes
361,361,G08 Intracranial and intraspinal phlebitis and thrombophlebitis,84,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G08,icdcodes
362,362,G09 Sequelae of inflammatory diseases of central nervous system,78,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G09,icdcodes
363,363,G10 Huntington's disease,41,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G10,icdcodes
364,364,G11 Hereditary ataxia,306,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G11,icdcodes
365,365,G12 Spinal muscular atrophy and related syndromes,513,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G12,icdcodes
366,366,G13 Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere,22,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G13,icdcodes
367,367,G14 Postpolio syndrome,61,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G14,icdcodes
368,368,G20 Parkinson's disease,2723,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G20,icdcodes
369,369,G21 Secondary parkinsonism,180,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G21,icdcodes
370,370,G22 Parkinsonism in diseases classified elsewhere,3,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G22,icdcodes
371,371,G23 Other degenerative diseases of basal ganglia,202,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G23,icdcodes
372,372,G24 Dystonia,957,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G24,icdcodes
373,373,G25 Other extrapyramidal and movement disorders,4177,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G25,icdcodes
374,374,G30 Alzheimer's disease,1915,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G30,icdcodes
375,375,"G31 Other degenerative diseases of nervous system, not elsewhere classified",1857,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G31,icdcodes
376,376,G32 Other degenerative disorders of nervous system in diseases classified elsewhere,40,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G32,icdcodes
377,377,G35 Multiple sclerosis,1968,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G35,icdcodes
378,378,G36 Other acute disseminated demyelination,30,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G36,icdcodes
379,379,G37 Other demyelinating diseases of central nervous system,506,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G37,icdcodes
380,380,G40 Epilepsy,6575,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G40,icdcodes
381,381,G41 Status epilepticus,247,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G41,icdcodes
382,382,G43 Migraine,20508,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G43,icdcodes
383,383,G44 Other headache syndromes,4740,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G44,icdcodes
384,384,G45 Transient cerebral ischaemic attacks and related syndromes,7401,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G45,icdcodes
385,385,G46 Vascular syndromes of brain in cerebrovascular diseases,202,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G46,icdcodes
386,386,G47 Sleep disorders,15217,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G47,icdcodes
387,387,G50 Disorders of trigeminal nerve,2532,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G50,icdcodes
388,388,G51 Facial nerve disorders,2758,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G51,icdcodes
389,389,G52 Disorders of other cranial nerves,372,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G52,icdcodes
390,390,G53 Cranial nerve disorders in diseases classified elsewhere,175,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G53,icdcodes
391,391,G54 Nerve root and plexus disorders,1086,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G54,icdcodes
392,392,G55 Nerve root and plexus compressions in diseases classified elsewhere,6587,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G55,icdcodes
393,393,G56 Mononeuropathies of upper limb,19724,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G56,icdcodes
394,394,G57 Mononeuropathies of lower limb,4142,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G57,icdcodes
395,395,G58 Other mononeuropathies,797,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G58,icdcodes
396,396,G59 Mononeuropathy in diseases classified elsewhere,272,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G59,icdcodes
397,397,G60 Hereditary and idiopathic neuropathy,419,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G60,icdcodes
398,398,G61 Inflammatory polyneuropathy,533,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G61,icdcodes
399,399,G62 Other polyneuropathies,3742,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G62,icdcodes
400,400,G63 Polyneuropathy in diseases classified elsewhere,1006,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G63,icdcodes
401,401,G64 Other disorders of peripheral nervous system,230,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G64,icdcodes
402,402,G70 Myasthenia gravis and other myoneural disorders,396,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G70,icdcodes
403,403,G71 Primary disorders of muscles,260,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G71,icdcodes
404,404,G72 Other myopathies,346,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G72,icdcodes
405,405,G73 Disorders of myoneural junction and muscle in diseases classified elsewhere,33,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G73,icdcodes
406,406,G80 Infantile cerebral palsy,256,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G80,icdcodes
407,407,G81 Hemiplegia,3149,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G81,icdcodes
408,408,G82 Paraplegia and tetraplegia,510,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G82,icdcodes
409,409,G83 Other paralytic syndromes,1062,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G83,icdcodes
410,410,G90 Disorders of autonomic nervous system,560,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G90,icdcodes
411,411,G91 Hydrocephalus,811,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G91,icdcodes
412,412,G92 Toxic encephalopathy,16,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G92,icdcodes
413,413,G93 Other disorders of brain,3992,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G93,icdcodes
414,414,G94 Other disorders of brain in diseases classified elsewhere,122,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G94,icdcodes
415,415,G95 Other diseases of spinal cord,1512,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G95,icdcodes
416,416,G96 Other disorders of central nervous system,434,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G96,icdcodes
417,417,"G97 Postprocedural disorders of nervous system, not elsewhere classified",298,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G97,icdcodes
418,418,"G98 Other disorders of nervous system, not elsewhere classified",1690,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G98,icdcodes
419,419,G99 Other disorders of nervous system in diseases classified elsewhere,1857,VI. Diseases of the nervous system,VI. Nervous System Diseases,#7f7f7f,G99,icdcodes
420,420,H00 Hordeolum and chalazion,10304,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H00,icdcodes
421,421,H01 Other inflammation of eyelid,4354,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H01,icdcodes
422,422,H02 Other disorders of eyelid,10427,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H02,icdcodes
423,423,H03 Disorders of eyelid in diseases classified elsewhere,72,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H03,icdcodes
424,424,H04 Disorders of lachrymal system,12300,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H04,icdcodes
425,425,H05 Disorders of orbit,928,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H05,icdcodes
426,426,H06 Disorders of lachrymal system and orbit in diseases classified elsewhere,172,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H06,icdcodes
427,427,H10 Conjunctivitis,19057,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H10,icdcodes
428,428,H11 Other disorders of conjunctiva,7008,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H11,icdcodes
429,429,H13 Disorders of conjunctiva in diseases classified elsewhere,121,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H13,icdcodes
430,430,H15 Disorders of sclera,1032,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H15,icdcodes
431,431,H16 Keratitis,1351,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H16,icdcodes
432,432,H17 Corneal scars and opacities,383,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H17,icdcodes
433,433,H18 Other disorders of cornea,2982,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H18,icdcodes
434,434,H19 Disorders of sclera and cornea in diseases classified elsewhere,151,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H19,icdcodes
435,435,H20 Iridocyclitis,2299,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H20,icdcodes
436,436,H21 Other disorders of iris and ciliary body,881,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H21,icdcodes
437,437,H22 Disorders of iris and ciliary body in diseases classified elsewhere,59,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H22,icdcodes
438,438,H25 Senile cataract,20899,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H25,icdcodes
439,439,H26 Other cataract,33220,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H26,icdcodes
440,440,H27 Other disorders of lens,480,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H27,icdcodes
441,441,H28 Cataract and other disorders of lens in diseases classified elsewhere,66,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H28,icdcodes
442,442,H30 Chorioretinal inflammation,187,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H30,icdcodes
443,443,H31 Other disorders of choroid,680,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H31,icdcodes
444,444,H32 Chorioretinal disorders in diseases classified elsewhere,11,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H32,icdcodes
445,445,H33 Retinal detachments and breaks,5727,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H33,icdcodes
446,446,H34 Retinal vascular occlusions,1870,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H34,icdcodes
447,447,H35 Other retinal disorders,12063,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H35,icdcodes
448,448,H36 Retinal disorders in diseases classified elsewhere,3475,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H36,icdcodes
449,449,H40 Glaucoma,14230,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H40,icdcodes
450,450,H42 Glaucoma in diseases classified elsewhere,5,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H42,icdcodes
451,451,H43 Disorders of vitreous body,8832,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H43,icdcodes
452,452,H44 Disorders of globe,1668,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H44,icdcodes
453,453,H45 Disorders of vitreous body and globe in diseases classified elsewhere,22,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H45,icdcodes
454,454,H46 Optic neuritis,416,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H46,icdcodes
455,455,H47 Other disorders of optic [2nd] nerve and visual pathways,1180,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H47,icdcodes
456,456,H48 Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere,12,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H48,icdcodes
457,457,H49 Paralytic strabismus,648,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H49,icdcodes
458,458,H50 Other strabismus,2042,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H50,icdcodes
459,459,H51 Other disorders of binocular movement,196,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H51,icdcodes
460,460,H52 Disorders of refraction and accommodation,7305,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H52,icdcodes
461,461,H53 Visual disturbances,10024,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H53,icdcodes
462,462,H54 Blindness and low vision,2867,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H54,icdcodes
463,463,H55 Nystagmus and other irregular eye movements,510,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H55,icdcodes
464,464,H57 Other disorders of eye and adnexa,6534,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H57,icdcodes
465,465,H58 Other disorders of eye and adnexa in diseases classified elsewhere,153,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H58,icdcodes
466,466,"H59 Postprocedural disorders of eye and adnexa, not elsewhere classified",400,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,H59,icdcodes
467,467,H60 Otitis externa,17705,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,H60,icdcodes
468,468,H61 Other disorders of external ear,24007,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,H61,icdcodes
469,469,H62 Disorders of external ear in diseases classified elsewhere,45,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,H62,icdcodes
470,470,H65 Nonsuppurative otitis media,4779,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,H65,icdcodes
471,471,H66 Suppurative and unspecified otitis media,8180,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,H66,icdcodes
472,472,H67 Otitis media in diseases classified elsewhere,11,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,H67,icdcodes
473,473,H68 Eustachian salpingitis and obstruction,1999,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,H68,icdcodes
474,474,H69 Other disorders of eustachian tube,2162,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,H69,icdcodes
475,475,H70 Mastoiditis and related conditions,230,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,H70,icdcodes
476,476,H71 Cholesteatoma of middle ear,567,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,H71,icdcodes
477,477,H72 Perforation of tympanic membrane,1762,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,H72,icdcodes
478,478,H73 Other disorders of tympanic membrane,608,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,H73,icdcodes
479,479,H74 Other disorders of middle ear and mastoid,746,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,H74,icdcodes
480,480,H75 Other disorders of middle ear and mastoid in diseases classified elsewhere,3,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,H75,icdcodes
481,481,H80 Otosclerosis,864,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,H80,icdcodes
482,482,H81 Disorders of vestibular function,10045,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,H81,icdcodes
483,483,H82 Vertiginous syndromes in diseases classified elsewhere,2,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,H82,icdcodes
484,484,H83 Other diseases of inner ear,9702,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,H83,icdcodes
485,485,H90 Conductive and sensorineural hearing loss,6494,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,H90,icdcodes
486,486,H91 Other hearing loss,13549,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,H91,icdcodes
487,487,H92 Otalgia and effusion of ear,13100,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,H92,icdcodes
488,488,"H93 Other disorders of ear, not elsewhere classified",11510,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,H93,icdcodes
489,489,H94 Other disorders of ear in diseases classified elsewhere,11,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,H94,icdcodes
490,490,"H95 Postprocedural disorders of ear and mastoid process, not elsewhere classified",138,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,H95,icdcodes
491,491,I00 Rheumatic fever without mention of heart involvement,1248,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I00,icdcodes
492,492,I01 Rheumatic fever with heart involvement,24,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I01,icdcodes
493,493,I02 Rheumatic chorea,23,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I02,icdcodes
494,494,I05 Rheumatic mitral valve diseases,618,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I05,icdcodes
495,495,I06 Rheumatic aortic valve diseases,84,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I06,icdcodes
496,496,I07 Rheumatic tricuspid valve diseases,1119,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I07,icdcodes
497,497,I08 Multiple valve diseases,4813,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I08,icdcodes
498,498,I09 Other rheumatic heart diseases,100,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I09,icdcodes
499,499,I10 Essential primary hypertension,121844,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I10,icdcodes
500,500,I11 Hypertensive heart disease,543,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I11,icdcodes
501,501,I12 Hypertensive renal disease,1770,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I12,icdcodes
502,502,I13 Hypertensive heart and renal disease,87,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I13,icdcodes
503,503,I15 Secondary hypertension,215,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I15,icdcodes
504,504,I20 Angina pectoris,28131,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I20,icdcodes
505,505,I21 Acute myocardial infarction,17162,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I21,icdcodes
506,506,I22 Subsequent myocardial infarction,751,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I22,icdcodes
507,507,I23 Certain current complications following acute myocardial infarction,70,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I23,icdcodes
508,508,I24 Other acute ischaemic heart diseases,3436,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I24,icdcodes
509,509,I25 Chronic ischaemic heart disease,37719,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I25,icdcodes
510,510,I26 Pulmonary embolism,8450,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I26,icdcodes
511,511,I27 Other pulmonary heart diseases,1941,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I27,icdcodes
512,512,I28 Other diseases of pulmonary vessels,102,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I28,icdcodes
513,513,I30 Acute pericarditis,513,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I30,icdcodes
514,514,I31 Other diseases of pericardium,2375,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I31,icdcodes
515,515,I32 Pericarditis in diseases classified elsewhere,13,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I32,icdcodes
516,516,I33 Acute and subacute endocarditis,411,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I33,icdcodes
517,517,I34 Nonrheumatic mitral valve disorders,5101,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I34,icdcodes
518,518,I35 Nonrheumatic aortic valve disorders,5593,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I35,icdcodes
519,519,I36 Nonrheumatic tricuspid valve disorders,340,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I36,icdcodes
520,520,I37 Pulmonary valve disorders,429,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I37,icdcodes
521,521,"I38 Endocarditis, valve unspecified",754,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I38,icdcodes
522,522,I39 Endocarditis and heart valve disorders in diseases classified elsewhere,9,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I39,icdcodes
523,523,I40 Acute myocarditis,60,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I40,icdcodes
524,524,I41 Myocarditis in diseases classified elsewhere,8,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I41,icdcodes
525,525,I42 Cardiomyopathy,2520,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I42,icdcodes
526,526,I43 Cardiomyopathy in diseases classified elsewhere,85,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I43,icdcodes
